"filename", "language", "JSON", "XML", "Log", "C#", "YAML", "Markdown", "CSS", "PowerShell", "Properties", "comment", "blank", "total"
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Devices\WinApi\MidiMessage.cs", "C#", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Devices\WinApi\MidiWinApi.cs", "C#", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 17, 68
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\Chord.cs", "C#", 0, 0, 0, 208, 0, 0, 0, 0, 0, 110, 71, 389
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordDetectionSettings.cs", "C#", 0, 0, 0, 48, 0, 0, 0, 0, 0, 112, 17, 177
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordSearchContext.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 65, 3, 77
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordsBuilder.cs", "C#", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 42, 210
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordsCollection.cs", "C#", 0, 0, 0, 34, 0, 0, 0, 0, 0, 19, 16, 69
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordsCollectionChangedEventArgs.cs", "C#", 0, 0, 0, 20, 0, 0, 0, 0, 0, 21, 9, 50
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordsManager.cs", "C#", 0, 0, 0, 103, 0, 0, 0, 0, 0, 36, 36, 175
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Chords\ChordsManagingUtilities.cs", "C#", 0, 0, 0, 612, 0, 0, 0, 0, 0, 411, 175, 1198
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\GetObjects\GetObjectsUtilities.cs", "C#", 0, 0, 0, 246, 0, 0, 0, 0, 0, 58, 54, 358
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\GetObjects\ObjectDetectionSettings.cs", "C#", 0, 0, 0, 11, 0, 0, 0, 0, 0, 12, 5, 28
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\GetObjects\ObjectType.cs", "C#", 0, 0, 0, 12, 0, 0, 0, 0, 0, 15, 5, 32
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\GetObjects\Settings\RestDetectionSettings.cs", "C#", 0, 0, 0, 22, 0, 0, 0, 0, 0, 8, 8, 38
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Grid\ArbitraryGrid.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 0, 0, 27, 13, 72
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Grid\IGrid.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 2, 18
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Grid\SteppedGrid.cs", "C#", 0, 0, 0, 57, 0, 0, 0, 0, 0, 140, 19, 216
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\IMusicalObject.cs", "C#", 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 4, 20
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\LengthedObject\ILengthedObject.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 6, 3, 18
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\LengthedObject\INotifyLengthChanged.cs", "C#", 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 4, 20
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\LengthedObject\LengthChangedEventArgs.cs", "C#", 0, 0, 0, 18, 0, 0, 0, 0, 0, 9, 8, 35
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\LengthedObject\LengthedObjectPart.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 12, 3, 24
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\LengthedObject\LengthedObjectUtilities.cs", "C#", 0, 0, 0, 90, 0, 0, 0, 0, 0, 260, 22, 372
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\LengthedObject\SplitLengthedObject.cs", "C#", 0, 0, 0, 18, 0, 0, 0, 0, 0, 10, 7, 35
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\Note.cs", "C#", 0, 0, 0, 164, 0, 0, 0, 0, 0, 155, 58, 377
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NoteDetectionSettings.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 0, 0, 20, 10, 62
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NoteSearchContext.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 69, 3, 81
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NoteStartDetectionPolicy.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 0, 0, 63, 2, 73
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NotesBuilder.cs", "C#", 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 74, 365
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NotesCollection.cs", "C#", 0, 0, 0, 34, 0, 0, 0, 0, 0, 19, 16, 69
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NotesCollectionChangedEventArgs.cs", "C#", 0, 0, 0, 20, 0, 0, 0, 0, 0, 21, 9, 50
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NotesManager.cs", "C#", 0, 0, 0, 73, 0, 0, 0, 0, 0, 41, 28, 142
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\NotesManagingUtilities.cs", "C#", 0, 0, 0, 575, 0, 0, 0, 0, 0, 404, 160, 1139
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\Utilities\GetNotesAndRests\GetNotesAndRestsUtilities.cs", "C#", 0, 0, 0, 51, 0, 0, 0, 0, 0, 50, 11, 112
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\Utilities\GetNotesAndRests\Rest.cs", "C#", 0, 0, 0, 74, 0, 0, 0, 0, 0, 40, 25, 139
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\Utilities\GetNotesAndRests\RestSeparationPolicy.cs", "C#", 0, 0, 0, 10, 0, 0, 0, 0, 0, 15, 4, 29
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\Utilities\GetTimedEventsAndNotesUtilities.cs", "C#", 0, 0, 0, 80, 0, 0, 0, 0, 0, 57, 28, 165
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Notes\Utilities\ResizeNotesUtilities.cs", "C#", 0, 0, 0, 77, 0, 0, 0, 0, 0, 57, 24, 158
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Parameter.cs", "C#", 0, 0, 0, 46, 0, 0, 0, 0, 0, 24, 19, 89
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\ParameterValueType.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 14, 3, 26
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\ChannelCoarseTuningParameter.cs", "C#", 0, 0, 0, 70, 0, 0, 0, 0, 0, 37, 25, 132
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\ChannelFineTuningParameter.cs", "C#", 0, 0, 0, 72, 0, 0, 0, 0, 0, 37, 26, 135
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\ModulationDepthRangeParameter.cs", "C#", 0, 0, 0, 68, 0, 0, 0, 0, 0, 49, 26, 143
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\PitchBendSensitivityParameter.cs", "C#", 0, 0, 0, 48, 0, 0, 0, 0, 0, 36, 19, 103
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\RegisteredParameter.cs", "C#", 0, 0, 0, 67, 0, 0, 0, 0, 0, 32, 22, 121
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\RegisteredParameterNumbers.cs", "C#", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 9, 49
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\RegisteredParameterType.cs", "C#", 0, 0, 0, 12, 0, 0, 0, 0, 0, 23, 7, 42
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\TuningBankSelectParameter.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 0, 0, 24, 14, 79
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Parameters\Registered\TuningProgramChangeParameter.cs", "C#", 0, 0, 0, 41, 0, 0, 0, 0, 0, 24, 14, 79
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\ITempoMapValuesCache.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 7, 20
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\Tempo.cs", "C#", 0, 0, 0, 97, 0, 0, 0, 0, 0, 136, 40, 273
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\TempoMap.cs", "C#", 0, 0, 0, 205, 0, 0, 0, 0, 0, 143, 65, 413
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\TempoMapLine.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\TempoMapManager.cs", "C#", 0, 0, 0, 214, 0, 0, 0, 0, 0, 206, 71, 491
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\TempoMapManagingUtilities.cs", "C#", 0, 0, 0, 102, 0, 0, 0, 0, 0, 132, 25, 259
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TempoMap\TimeSignature.cs", "C#", 0, 0, 0, 89, 0, 0, 0, 0, 0, 131, 31, 251
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\BarBeatFractionTimeSpanConverter.cs", "C#", 0, 0, 0, 167, 0, 0, 0, 0, 0, 11, 62, 240
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\BarBeatTicksTimeSpanConverter.cs", "C#", 0, 0, 0, 156, 0, 0, 0, 0, 0, 11, 55, 222
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\ITimeSpanConverter.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\LengthConverter.cs", "C#", 0, 0, 0, 105, 0, 0, 0, 0, 0, 265, 27, 397
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\MathTimeSpanConverter.cs", "C#", 0, 0, 0, 87, 0, 0, 0, 0, 0, 17, 25, 129
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\MetricTimeSpanConverter.cs", "C#", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 23, 91
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\MidiTimeSpanConverter.cs", "C#", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\MusicalTimeSpanConverter.cs", "C#", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 9, 40
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\TimeConverter.cs", "C#", 0, 0, 0, 52, 0, 0, 0, 0, 0, 100, 15, 167
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Converters\TimeSpanConverter.cs", "C#", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 21, 101
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\ITimeSpan.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 0, 0, 47, 6, 66
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\MathOperation.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 0, 0, 10, 2, 20
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Parsers\BarBeatFractionTimeSpanParser.cs", "C#", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 16, 56
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Parsers\BarBeatTicksTimeSpanParser.cs", "C#", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 17, 63
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Parsers\MetricTimeSpanParser.cs", "C#", 0, 0, 0, 73, 0, 0, 0, 0, 0, 18, 36, 127
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Parsers\MidiTimeSpanParser.cs", "C#", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 14, 46
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Parsers\MusicalTimeSpanParser.cs", "C#", 0, 0, 0, 91, 0, 0, 0, 0, 0, 4, 31, 126
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Representations\BarBeatFractionTimeSpan.cs", "C#", 0, 0, 0, 182, 0, 0, 0, 0, 0, 294, 65, 541
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Representations\BarBeatTicksTimeSpan.cs", "C#", 0, 0, 0, 192, 0, 0, 0, 0, 0, 318, 64, 574
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Representations\MathTimeSpan.cs", "C#", 0, 0, 0, 117, 0, 0, 0, 0, 0, 111, 39, 267
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Representations\MetricTimeSpan.cs", "C#", 0, 0, 0, 203, 0, 0, 0, 0, 0, 355, 78, 636
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Representations\MidiTimeSpan.cs", "C#", 0, 0, 0, 173, 0, 0, 0, 0, 0, 293, 64, 530
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Representations\MusicalTimeSpan.cs", "C#", 0, 0, 0, 280, 0, 0, 0, 0, 0, 406, 98, 784
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\TempoMapValuesCaches\MetricTempoMapValuesCache.cs", "C#", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 31, 92
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\TimeSpanComparer.cs", "C#", 0, 0, 0, 19, 0, 0, 0, 0, 0, 30, 7, 56
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\TimeSpanMode.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 12, 3, 24
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\TimeSpanType.cs", "C#", 0, 0, 0, 11, 0, 0, 0, 0, 0, 19, 5, 35
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\TimeSpanUtilities.cs", "C#", 0, 0, 0, 119, 0, 0, 0, 0, 0, 55, 31, 205
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimeSpan\Utilities\BarBeatTimeSpanUtilities.cs", "C#", 0, 0, 0, 46, 0, 0, 0, 0, 0, 19, 12, 77
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedEvents\TimedEvent.cs", "C#", 0, 0, 0, 58, 0, 0, 0, 0, 0, 32, 25, 115
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedEvents\TimedEventsCollection.cs", "C#", 0, 0, 0, 26, 0, 0, 0, 0, 0, 24, 10, 60
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedEvents\TimedEventsComparer.cs", "C#", 0, 0, 0, 33, 0, 0, 0, 0, 0, 2, 14, 49
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedEvents\TimedEventsManager.cs", "C#", 0, 0, 0, 52, 0, 0, 0, 0, 0, 39, 24, 115
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedEvents\TimedEventsManagingUtilities.cs", "C#", 0, 0, 0, 402, 0, 0, 0, 0, 0, 432, 124, 958
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedObject\INotifyTimeChanged.cs", "C#", 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 4, 20
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedObject\ITimedObject.cs", "C#", 0, 0, 0, 9, 0, 0, 0, 0, 0, 6, 3, 18
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedObject\TimeChangedEventArgs.cs", "C#", 0, 0, 0, 18, 0, 0, 0, 0, 0, 9, 8, 35
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedObject\TimedObjectUtilities.cs", "C#", 0, 0, 0, 93, 0, 0, 0, 0, 0, 139, 25, 257
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedObject\TimedObjectsCollection.cs", "C#", 0, 0, 0, 82, 0, 0, 0, 0, 0, 61, 28, 171
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\TimedObject\TimedObjectsComparer.cs", "C#", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 7, 28
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\MidiFileUtilities.cs", "C#", 0, 0, 0, 71, 0, 0, 0, 0, 0, 69, 19, 159
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\NoteId\NoteId.cs", "C#", 0, 0, 0, 34, 0, 0, 0, 0, 0, 23, 14, 71
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\NoteId\NoteIdUtilities.cs", "C#", 0, 0, 0, 21, 0, 0, 0, 0, 0, 15, 7, 43
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\ThrowIf\ThrowIfLengthArgument.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\ThrowIf\ThrowIfNotesTolerance.cs", "C#", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\ThrowIf\ThrowIfTimeArgument.cs", "C#", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 6, 27
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\Utilities\TrackChunkUtilities.cs", "C#", 0, 0, 0, 34, 0, 0, 0, 0, 0, 43, 9, 86
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\ValueLine\ValueChange.cs", "C#", 0, 0, 0, 63, 0, 0, 0, 0, 0, 43, 23, 129
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Interaction\ValueLine\ValueLine.cs", "C#", 0, 0, 0, 138, 0, 0, 0, 0, 0, 20, 49, 207
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\Melanchall.DryWetMidi.csproj", "XML", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 9, 64
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\ChordProgression\ChordProgression.cs", "C#", 0, 0, 0, 81, 0, 0, 0, 0, 0, 64, 27, 172
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\ChordProgression\ChordProgressionParser.cs", "C#", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 23, 98
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Chord\Chord.cs", "C#", 0, 0, 0, 116, 0, 0, 0, 0, 0, 116, 40, 272
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Chord\ChordParser.cs", "C#", 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 19, 72
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Chord\ChordQuality.cs", "C#", 0, 0, 0, 10, 0, 0, 0, 0, 0, 15, 4, 29
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Chord\ChordUtilities.cs", "C#", 0, 0, 0, 76, 0, 0, 0, 0, 0, 56, 22, 154
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Chord\ChordsNamesTable.cs", "C#", 0, 0, 0, 149, 0, 0, 0, 0, 0, 1, 37, 187
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Interval\Interval.cs", "C#", 0, 0, 0, 310, 0, 0, 0, 0, 0, 270, 100, 680
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Interval\IntervalDefinition.cs", "C#", 0, 0, 0, 68, 0, 0, 0, 0, 0, 42, 23, 133
"e:\PROGS\Piano-Journey\Piano Journey\Assets\MIDI\drywetmidi-5.2.1\DryWetMidi\MusicTheory\Interval\IntervalDirection.cs", "C#", 0, 0, 0, 8, 0, 0, 0, 0, 0, 10, 2, 20
